entity_id,state,last_changed
sensor.testing_machine_elapsed_time,0.0,2026-01-24T23:00:00.000Z
sensor.testing_machine_elapsed_time,unavailable,2026-01-25T00:16:54.793Z
sensor.testing_machine_elapsed_time,0.0,2026-01-25T00:16:54.839Z
sensor.testing_machine_elapsed_time,0.00194444444444444,2026-01-25T01:01:07.367Z
sensor.testing_machine_elapsed_time,0.00555555555555556,2026-01-25T01:01:20.061Z
sensor.testing_machine_elapsed_time,0.0102777777777778,2026-01-25T01:01:37.368Z
sensor.testing_machine_elapsed_time,0.0111111111111111,2026-01-25T01:01:40.040Z
sensor.testing_machine_elapsed_time,0.0166666666666667,2026-01-25T01:02:00.043Z
sensor.testing_machine_elapsed_time,0.0186111111111111,2026-01-25T01:02:07.369Z
sensor.testing_machine_elapsed_time,0.0222222222222222,2026-01-25T01:02:20.051Z
sensor.testing_machine_elapsed_time,0.0269444444444444,2026-01-25T01:02:37.370Z
sensor.testing_machine_elapsed_time,0.0275,2026-01-25T01:02:40.039Z
sensor.testing_machine_elapsed_time,0.0333333333333333,2026-01-25T01:03:00.041Z
sensor.testing_machine_elapsed_time,0.0352777777777778,2026-01-25T01:03:07.371Z
sensor.testing_machine_elapsed_time,0.0386111111111111,2026-01-25T01:03:20.039Z
sensor.testing_machine_elapsed_time,0.0436111111111111,2026-01-25T01:03:37.372Z
sensor.testing_machine_elapsed_time,0.0444444444444444,2026-01-25T01:03:40.050Z
sensor.testing_machine_elapsed_time,0.05,2026-01-25T01:04:00.041Z
sensor.testing_machine_elapsed_time,0.0519444444444444,2026-01-25T01:04:07.373Z
sensor.testing_machine_elapsed_time,0.0552777777777778,2026-01-25T01:04:20.038Z
sensor.testing_machine_elapsed_time,0.0602777777777778,2026-01-25T01:04:37.373Z
sensor.testing_machine_elapsed_time,0.0611111111111111,2026-01-25T01:04:40.039Z
sensor.testing_machine_elapsed_time,0.0666666666666667,2026-01-25T01:05:00.055Z
sensor.testing_machine_elapsed_time,0.0686111111111111,2026-01-25T01:05:07.374Z
sensor.testing_machine_elapsed_time,0.0722222222222222,2026-01-25T01:05:20.039Z
sensor.testing_machine_elapsed_time,0.0769444444444444,2026-01-25T01:05:37.375Z
sensor.testing_machine_elapsed_time,0.0777777777777778,2026-01-25T01:05:40.041Z
sensor.testing_machine_elapsed_time,0.0833333333333333,2026-01-25T01:06:00.054Z
sensor.testing_machine_elapsed_time,0.0852777777777778,2026-01-25T01:06:07.376Z
sensor.testing_machine_elapsed_time,0.0888888888888889,2026-01-25T01:06:20.042Z
sensor.testing_machine_elapsed_time,0.0936111111111111,2026-01-25T01:06:37.377Z
sensor.testing_machine_elapsed_time,0.0944444444444444,2026-01-25T01:06:40.039Z
sensor.testing_machine_elapsed_time,0.1,2026-01-25T01:07:00.073Z
sensor.testing_machine_elapsed_time,0.101944444444444,2026-01-25T01:07:07.378Z
sensor.testing_machine_elapsed_time,0.105555555555556,2026-01-25T01:07:20.039Z
sensor.testing_machine_elapsed_time,0.110277777777778,2026-01-25T01:07:37.379Z
sensor.testing_machine_elapsed_time,0.111111111111111,2026-01-25T01:07:40.050Z
sensor.testing_machine_elapsed_time,0.118611111111111,2026-01-25T01:08:07.380Z
sensor.testing_machine_elapsed_time,0.122222222222222,2026-01-25T01:08:20.049Z
sensor.testing_machine_elapsed_time,0.126944444444444,2026-01-25T01:08:37.381Z
sensor.testing_machine_elapsed_time,0.1275,2026-01-25T01:08:40.039Z
sensor.testing_machine_elapsed_time,0.133333333333333,2026-01-25T01:09:00.042Z
sensor.testing_machine_elapsed_time,0.135277777777778,2026-01-25T01:09:07.382Z
sensor.testing_machine_elapsed_time,0.138888888888889,2026-01-25T01:09:20.051Z
sensor.testing_machine_elapsed_time,0.143611111111111,2026-01-25T01:09:37.383Z
sensor.testing_machine_elapsed_time,0.144166666666667,2026-01-25T01:09:40.039Z
sensor.testing_machine_elapsed_time,0.15,2026-01-25T01:10:00.042Z
sensor.testing_machine_elapsed_time,0.151944444444444,2026-01-25T01:10:07.384Z
sensor.testing_machine_elapsed_time,0.155555555555556,2026-01-25T01:10:20.051Z
sensor.testing_machine_elapsed_time,0.160277777777778,2026-01-25T01:10:37.385Z
sensor.testing_machine_elapsed_time,0.161111111111111,2026-01-25T01:10:40.040Z
sensor.testing_machine_elapsed_time,0.166666666666667,2026-01-25T01:11:00.050Z
sensor.testing_machine_elapsed_time,0.168611111111111,2026-01-25T01:11:07.386Z
sensor.testing_machine_elapsed_time,0.172222222222222,2026-01-25T01:11:20.052Z
sensor.testing_machine_elapsed_time,0.176944444444444,2026-01-25T01:11:37.387Z
sensor.testing_machine_elapsed_time,0.1775,2026-01-25T01:11:40.039Z
sensor.testing_machine_elapsed_time,0.183333333333333,2026-01-25T01:12:00.045Z
sensor.testing_machine_elapsed_time,0.185277777777778,2026-01-25T01:12:07.388Z
sensor.testing_machine_elapsed_time,0.188888888888889,2026-01-25T01:12:20.047Z
sensor.testing_machine_elapsed_time,0.193611111111111,2026-01-25T01:12:37.388Z
sensor.testing_machine_elapsed_time,0.194444444444444,2026-01-25T01:12:40.048Z
sensor.testing_machine_elapsed_time,0.2,2026-01-25T01:13:00.045Z
sensor.testing_machine_elapsed_time,0.201944444444444,2026-01-25T01:13:07.389Z
sensor.testing_machine_elapsed_time,0.205555555555556,2026-01-25T01:13:20.040Z
sensor.testing_machine_elapsed_time,0.210277777777778,2026-01-25T01:13:37.389Z
sensor.testing_machine_elapsed_time,0.211111111111111,2026-01-25T01:13:40.052Z
sensor.testing_machine_elapsed_time,0.216666666666667,2026-01-25T01:14:00.043Z
sensor.testing_machine_elapsed_time,0.218611111111111,2026-01-25T01:14:07.391Z
sensor.testing_machine_elapsed_time,0.222222222222222,2026-01-25T01:14:20.040Z
sensor.testing_machine_elapsed_time,0.226944444444444,2026-01-25T01:14:37.393Z
sensor.testing_machine_elapsed_time,0.227777777777778,2026-01-25T01:14:40.049Z
sensor.testing_machine_elapsed_time,0.233333333333333,2026-01-25T01:15:00.041Z
sensor.testing_machine_elapsed_time,0.235277777777778,2026-01-25T01:15:07.393Z
sensor.testing_machine_elapsed_time,0.238888888888889,2026-01-25T01:15:20.039Z
sensor.testing_machine_elapsed_time,0.243611111111111,2026-01-25T01:15:37.394Z
sensor.testing_machine_elapsed_time,0.244444444444444,2026-01-25T01:15:40.040Z
sensor.testing_machine_elapsed_time,0.25,2026-01-25T01:16:00.060Z
sensor.testing_machine_elapsed_time,0.251944444444444,2026-01-25T01:16:07.395Z
sensor.testing_machine_elapsed_time,0.255555555555556,2026-01-25T01:16:20.042Z
sensor.testing_machine_elapsed_time,0.260277777777778,2026-01-25T01:16:37.396Z
sensor.testing_machine_elapsed_time,0.261111111111111,2026-01-25T01:16:40.047Z
sensor.testing_machine_elapsed_time,0.266666666666667,2026-01-25T01:17:00.067Z
sensor.testing_machine_elapsed_time,0.268611111111111,2026-01-25T01:17:07.397Z
sensor.testing_machine_elapsed_time,0.272222222222222,2026-01-25T01:17:20.040Z
sensor.testing_machine_elapsed_time,0.276944444444444,2026-01-25T01:17:37.398Z
sensor.testing_machine_elapsed_time,0.277777777777778,2026-01-25T01:17:40.046Z
sensor.testing_machine_elapsed_time,0.283333333333333,2026-01-25T01:18:00.044Z
sensor.testing_machine_elapsed_time,0.285277777777778,2026-01-25T01:18:07.399Z
sensor.testing_machine_elapsed_time,0.288888888888889,2026-01-25T01:18:20.051Z
sensor.testing_machine_elapsed_time,0.293611111111111,2026-01-25T01:18:37.400Z
sensor.testing_machine_elapsed_time,0.294444444444444,2026-01-25T01:18:40.040Z
sensor.testing_machine_elapsed_time,0.3,2026-01-25T01:19:00.045Z
sensor.testing_machine_elapsed_time,0.301944444444444,2026-01-25T01:19:07.400Z
sensor.testing_machine_elapsed_time,0.305555555555556,2026-01-25T01:19:20.040Z
sensor.testing_machine_elapsed_time,0.310277777777778,2026-01-25T01:19:37.401Z
sensor.testing_machine_elapsed_time,0.311111111111111,2026-01-25T01:19:40.052Z
sensor.testing_machine_elapsed_time,0.316666666666667,2026-01-25T01:20:00.042Z
sensor.testing_machine_elapsed_time,0.318611111111111,2026-01-25T01:20:07.402Z
sensor.testing_machine_elapsed_time,0.322222222222222,2026-01-25T01:20:20.041Z
sensor.testing_machine_elapsed_time,0.326944444444444,2026-01-25T01:20:37.403Z
sensor.testing_machine_elapsed_time,0.3275,2026-01-25T01:20:40.039Z
sensor.testing_machine_elapsed_time,0.333333333333333,2026-01-25T01:21:00.055Z
sensor.testing_machine_elapsed_time,0.335277777777778,2026-01-25T01:21:07.403Z
sensor.testing_machine_elapsed_time,0.338888888888889,2026-01-25T01:21:20.043Z
sensor.testing_machine_elapsed_time,0.343611111111111,2026-01-25T01:21:37.404Z
sensor.testing_machine_elapsed_time,0.344444444444444,2026-01-25T01:21:40.040Z
sensor.testing_machine_elapsed_time,0.35,2026-01-25T01:22:00.066Z
sensor.testing_machine_elapsed_time,0.351944444444444,2026-01-25T01:22:07.405Z
sensor.testing_machine_elapsed_time,0.355555555555556,2026-01-25T01:22:20.041Z
sensor.testing_machine_elapsed_time,0.360277777777778,2026-01-25T01:22:37.406Z
sensor.testing_machine_elapsed_time,0.361111111111111,2026-01-25T01:22:40.039Z
sensor.testing_machine_elapsed_time,0.366666666666667,2026-01-25T01:23:00.053Z
sensor.testing_machine_elapsed_time,0.368611111111111,2026-01-25T01:23:07.406Z
sensor.testing_machine_elapsed_time,0.372222222222222,2026-01-25T01:23:20.052Z
sensor.testing_machine_elapsed_time,0.376944444444444,2026-01-25T01:23:37.411Z
sensor.testing_machine_elapsed_time,0.3775,2026-01-25T01:23:40.039Z
sensor.testing_machine_elapsed_time,0.383333333333333,2026-01-25T01:24:00.043Z
sensor.testing_machine_elapsed_time,0.385277777777778,2026-01-25T01:24:07.409Z
sensor.testing_machine_elapsed_time,0.388888888888889,2026-01-25T01:24:20.051Z
sensor.testing_machine_elapsed_time,0.393611111111111,2026-01-25T01:24:37.410Z
sensor.testing_machine_elapsed_time,0.394444444444444,2026-01-25T01:24:40.039Z
sensor.testing_machine_elapsed_time,0.4,2026-01-25T01:25:00.044Z
sensor.testing_machine_elapsed_time,0.401944444444444,2026-01-25T01:25:07.411Z
sensor.testing_machine_elapsed_time,0.405277777777778,2026-01-25T01:25:20.039Z
sensor.testing_machine_elapsed_time,0.410277777777778,2026-01-25T01:25:37.412Z
sensor.testing_machine_elapsed_time,0.411111111111111,2026-01-25T01:25:40.050Z
sensor.testing_machine_elapsed_time,0.416666666666667,2026-01-25T01:26:00.043Z
sensor.testing_machine_elapsed_time,0.418611111111111,2026-01-25T01:26:07.413Z
sensor.testing_machine_elapsed_time,0.422222222222222,2026-01-25T01:26:20.040Z
sensor.testing_machine_elapsed_time,0.426944444444444,2026-01-25T01:26:37.414Z
sensor.testing_machine_elapsed_time,0.427777777777778,2026-01-25T01:26:40.052Z
sensor.testing_machine_elapsed_time,0.433333333333333,2026-01-25T01:27:00.058Z
sensor.testing_machine_elapsed_time,0.435277777777778,2026-01-25T01:27:07.414Z
sensor.testing_machine_elapsed_time,0.438611111111111,2026-01-25T01:27:20.039Z
sensor.testing_machine_elapsed_time,0.443611111111111,2026-01-25T01:27:37.414Z
sensor.testing_machine_elapsed_time,0.444444444444444,2026-01-25T01:27:40.040Z
sensor.testing_machine_elapsed_time,0.45,2026-01-25T01:28:00.055Z
sensor.testing_machine_elapsed_time,0.451944444444444,2026-01-25T01:28:07.415Z
sensor.testing_machine_elapsed_time,0.455555555555556,2026-01-25T01:28:20.045Z
sensor.testing_machine_elapsed_time,0.460277777777778,2026-01-25T01:28:37.416Z
sensor.testing_machine_elapsed_time,0.461111111111111,2026-01-25T01:28:40.271Z
sensor.testing_machine_elapsed_time,0.466666666666667,2026-01-25T01:29:00.316Z
sensor.testing_machine_elapsed_time,0.468611111111111,2026-01-25T01:29:07.417Z
sensor.testing_machine_elapsed_time,0.472222222222222,2026-01-25T01:29:20.275Z
sensor.testing_machine_elapsed_time,0.476944444444444,2026-01-25T01:29:37.418Z
sensor.testing_machine_elapsed_time,0.477777777777778,2026-01-25T01:29:40.272Z
sensor.testing_machine_elapsed_time,0.483333333333333,2026-01-25T01:30:00.368Z
sensor.testing_machine_elapsed_time,0.485277777777778,2026-01-25T01:30:07.419Z
sensor.testing_machine_elapsed_time,0.488888888888889,2026-01-25T01:30:20.276Z
sensor.testing_machine_elapsed_time,0.493611111111111,2026-01-25T01:30:37.419Z
sensor.testing_machine_elapsed_time,0.494444444444444,2026-01-25T01:30:40.272Z
sensor.testing_machine_elapsed_time,0.5,2026-01-25T01:31:00.314Z
sensor.testing_machine_elapsed_time,0.501944444444444,2026-01-25T01:31:07.420Z
sensor.testing_machine_elapsed_time,0.505555555555556,2026-01-25T01:31:20.270Z
sensor.testing_machine_elapsed_time,0.510277777777778,2026-01-25T01:31:37.421Z
sensor.testing_machine_elapsed_time,0.511111111111111,2026-01-25T01:31:40.274Z
sensor.testing_machine_elapsed_time,0.516666666666667,2026-01-25T01:32:00.299Z
sensor.testing_machine_elapsed_time,0.518611111111111,2026-01-25T01:32:07.422Z
sensor.testing_machine_elapsed_time,0.522222222222222,2026-01-25T01:32:20.285Z
